From,To,Year of order,Duration,Quantity,Weapon description
United States,Sri Lanka,2004.0,1,1.0,OPV
India,Sri Lanka,2007.0,1,1.0,OPV
Czechia,Sri Lanka,2000.0,2,16.0,self-propelled MRL
United States,Sri Lanka,1971.0,1,6.0,light helicopter
Soviet Union,Sri Lanka,1971.0,1,5.0,fighter aircraft
Soviet Union,Sri Lanka,1971.0,1,2.0,light helicopter
Soviet Union,Sri Lanka,1971.0,1,1.0,trainer aircraft
Singapore,Sri Lanka,1990.0,2,2.0,landing craft
India,Sri Lanka,2007.0,1,2.0,air search radar
India,Sri Lanka,2005.0,1,2.0,air search radar
China,Sri Lanka,2016.0,1,1.0,frigate
United States,Sri Lanka,2000.0,1,2.0,helicopter
United States,Sri Lanka,1984.0,1,2.0,helicopter
India,Sri Lanka,2014.0,2,2.0,OPV
France,Sri Lanka,1977.0,1,2.0,helicopter
Ukraine,Sri Lanka,2006.0,1,4.0,FGA aircraft
Ukraine,Sri Lanka,2000.0,1,4.0,FGA aircraft
Ukraine,Sri Lanka,2000.0,1,3.0,FGA aircraft
Ukraine,Sri Lanka,1995.0,1,3.0,combat helicopter
Russia,Sudan,2002.0,2,12.0,FGA aircraft
Romania,Sudan,1984.0,1,5.0,helicopter
China,Sudan,1991.0,1,2.0,transport aircraft
Switzerland,Sudan,1967.0,2,8.0,light transport aircraft
Netherlands,Sudan,1964.0,1,4.0,transport aircraft
Italy,Sudan,1984.0,2,6.0,helicopter
United States,Sudan,1982.0,1,2.0,APC
United States,Sudan,1980.0,1,8.0,self-propelled AA gun
United States,Sudan,1976.0,1,6.0,transport aircraft
Russia,Sudan,2009.0,1,4.0,transport helicopter
Russia,Sudan,2017.0,1,6.0,vehicle engine
Belarus,Sudan,2017.0,1,6.0,APC
Saudi Arabia,Sudan,1981.0,1,17.0,tank
Yugoslavia,Sudan,1969.0,1,1.0,tanker
Yugoslavia,Sudan,1969.0,1,2.0,landing craft
Canada,Sudan,1977.0,2,4.0,transport aircraft
Spain,Suriname,1997.0,1,1.0,maritime patrol aircraft
United States,Suriname,1997.0,1,1.0,MP aircraft radar
Spain,Suriname,1997.0,1,1.0,transport aircraft
Venezuela,Suriname,1986.0,1,1.0,light helicopter
Germany,Suriname,2000.0,1,1.0,tug
Spain,Suriname,1997.0,1,3.0,patrol craft
Netherlands,Suriname,1975.0,1,5.0,APC
France,Suriname,2012.0,1,1.0,patrol craft
Netherlands,Suriname,1975.0,2,3.0,patrol craft
United Kingdom,Sweden,2023.0,1,0.0,SAM
Spain,Sweden,1985.0,1,3.0,maritime patrol aircraft
Spain,Sweden,1990.0,1,1.0,maritime patrol aircraft
Canada,Sweden,2022.0,1,0.0,transport aircraft
Norway,Sweden,1992.0,1,1.0,cargo ship
Germany,Sweden,2022.0,1,0.0,turbofan
United Kingdom,Sweden,2022.0,1,0.0,MP aircraft radar
France,Sweden,2023.0,1,1.0,light transport aircraft
France,Sweden,2023.0,1,0.0,anti-tank missile
Netherlands,Sweden,2023.0,1,0.0,air/sea search radar
United States,Sweden,1951.0,1,1.0,light transport aircraft
Germany,Sweden,1975.0,5,32.0,ship engine
Norway,Sweden,1981.0,1,2.0,ASW sonar
Australia,Sweden,2003.0,1,2.0,transport aircraft
United States,Sweden,1965.0,1,2.0,helicopter
United States,Sweden,2002.0,2,5.0,MP aircraft radar
Switzerland,Sweden,2000.0,1,5.0,APC
United States,Sweden,1990.0,1,1.0,MP aircraft radar
Estonia,Sweden,1996.0,1,1.0,survey ship
United Kingdom,Sweden,1992.0,1,1.0,salvage ship
Iceland,Sweden,1993.0,1,1.0,transport ship
Switzerland,Sweden,1996.0,2,3.0,APC
United States,Sweden,1985.0,1,3.0,MP aircraft radar
United States,Sweden,1980.0,1,2.0,transport aircraft
France,Sweden,1993.0,2,2.0,transport helicopter
United States,Sweden,1992.0,1,2.0,light transport aircraft
Germany,Sweden,1991.0,1,5.0,APC
Germany,Sweden,1993.0,3,15.0,IFV
United States,Sweden,1982.0,1,10.0,light helicopter
United States,Sweden,1980.0,1,3.0,transport aircraft
United States,Sweden,1968.0,1,1.0,transport aircraft
Norway,Sweden,1975.0,5,16.0,FAC
South Africa,Sweden,2009.0,1,60.0,APV
United States,Sweden,1963.0,2,3.0,ASW helicopter
Italy,Sweden,1973.0,2,2.0,air search radar
Italy,Sweden,1969.0,2,4.0,air search radar
United States,Sweden,2010.0,1,8.0,UAV
Italy,Sweden,1968.0,1,2.0,air search radar
Switzerland,Sweden,1988.0,1,19.0,ARV
United Kingdom,Sweden,1952.0,1,80.0,tank
United States,Sweden,2000.0,1,1.0,light transport aircraft
United States,Sweden,1969.0,1,1.0,ASW helicopter
Finland,Sweden,2010.0,2,113.0,APC
Germany,Sweden,2021.0,1,7.0,trainer aircraft
Poland,Sweden,2017.0,1,1.0,support ship
Germany,Sweden,2001.0,3,5.0,ASW helicopter
United States,Sweden,2023.0,1,0.0,BVRAAM
United States,Sweden,2018.0,2,4.0,SAM system
United States,Switzerland,2021.0,1,0.0,SAM system
United States,Switzerland,2003.0,1,24.0,air search radar
United States,Switzerland,1964.0,2,4.0,light aircraft
United States,Switzerland,1952.0,1,2.0,light aircraft
United States,Switzerland,1951.0,1,1.0,light transport aircraft
France,Switzerland,1972.0,1,1.0,FGA aircraft
France,Switzerland,1980.0,1,2.0,FGA aircraft
United States,Switzerland,2012.0,1,1.0,light aircraft/UAV
Germany,Switzerland,2006.0,2,18.0,light helicopter
United Kingdom,Switzerland,1987.0,3,20.0,trainer/combat aircraft
Germany,Switzerland,2007.0,1,1.0,light transport aircraft
United Kingdom,Switzerland,1957.0,1,1.0,fighter aircraft
United States,Switzerland,2021.0,1,0.0,FGA aircraft
United States,Switzerland,2023.0,1,0.0,ABM missile
Slovakia,Syria,1992.0,1,58.0,tank
Spain,Syria,1965.0,1,6.0,tank destroyer
Spain,Syria,1965.0,1,17.0,tank
Russia,Syria,1991.0,2,139.0,vehicle engine
Czechoslovakia,Syria,1973.0,1,8.0,fighter aircraft
France,Syria,1950.0,1,6.0,tank destroyer
Czechoslovakia,Syria,1955.0,1,12.0,tank destroyer
Poland,Syria,1973.0,1,12.0,fighter aircraft
Bulgaria,Syria,1992.0,1,210.0,mortar
Soviet Union,Syria,1974.0,1,3.0,FAC
United Kingdom,Syria,1952.0,1,2.0,fighter aircraft
Pakistan,Syria,1994.0,1,6.0,trainer aircraft
United Kingdom,Syria,1950.0,1,40.0,fighter aircraft
France,Syria,1950.0,1,5.0,self-propelled gun
United States,Taiwan,1995.0,3,6.0,naval gun
United States,Taiwan,2022.0,1,0.0,UAV
United States,Taiwan,2021.0,1,0.0,anti-ship missile/SSM
United States,Taiwan,2019.0,1,0.0,anti-tank missile
United States,Taiwan,2021.0,1,0.0,coastal defence system
United States,Taiwan,1960.0,1,65.0,fighter aircraft
United States,Taiwan,1977.0,2,2.0,FAC
United States,Taiwan,2021.0,1,0.0,self-propelled MRL
United States,Taiwan,1960.0,1,1.0,AALS
United States,Taiwan,2019.0,1,2.0,tank
France,Taiwan,1999.0,1,1.0,recce satellite
United States,Taiwan,1985.0,1,1.0,AALS
Israel,Taiwan,1999.0,1,1.0,light aircraft
United States,Taiwan,1999.0,1,2.0,AEW&C aircraft
United States,Taiwan,1974.0,1,2.0,destroyer
United States,Taiwan,1990.0,1,3.0,tug
United States,Taiwan,1994.0,1,4.0,minesweeper
United States,Taiwan,1978.0,1,1.0,tug
United States,Taiwan,1974.0,1,1.0,tug
United States,Taiwan,1968.0,1,1.0,tug
United States,Taiwan,1962.0,1,1.0,tug
United States,Taiwan,1972.0,1,1.0,tanker
United States,Taiwan,1972.0,1,96.0,SAM
United States,Taiwan,1977.0,1,82.0,SAM
United States,Taiwan,1983.0,1,2.0,destroyer
United States,Taiwan,1972.0,1,45.0,self-propelled AA gun
United States,Taiwan,1975.0,1,23.0,self-propelled AA gun
France,Taiwan,1995.0,3,6.0,naval gun
United States,Taiwan,1973.0,1,3.0,destroyer
United States,Taiwan,1971.0,1,1.0,destroyer
United States,Taiwan,1971.0,1,1.0,destroyer
United States,Taiwan,1983.0,1,3.0,transport helicopter
United States,Taiwan,1969.0,1,1.0,frigate
United States,Taiwan,1965.0,1,10.0,ASW aircraft
United States,Taiwan,1965.0,1,1.0,frigate/landing ship
United States,Taiwan,1984.0,1,12.0,transport aircraft
Netherlands,Taiwan,1981.0,2,2.0,submarine
United States,Taiwan,1981.0,1,2.0,destroyer
United States,Taiwan,1977.0,1,3.0,destroyer
United States,Taiwan,1990.0,1,1.0,transport aircraft
United States,Taiwan,1968.0,2,36.0,trainer aircraft
United States,Taiwan,1990.0,1,1.0,aircraft engine
United States,Taiwan,1961.0,1,4.0,fighter aircraft
United States,Taiwan,1959.0,1,15.0,fighter aircraft
United States,Taiwan,1999.0,1,1.0,AALS
France,Taiwan,1992.0,2,60.0,FGA aircraft
United States,Taiwan,1978.0,1,1.0,destroyer
United States,Taiwan,1972.0,1,1.0,destroyer
United States,Taiwan,1998.0,1,2.0,frigate
United States,Taiwan,1961.0,1,1.0,tanker
United States,Taiwan,1971.0,1,1.0,tanker
United States,Taiwan,1987.0,3,12.0,light transport aircraft
United States,Taiwan,1994.0,2,3.0,SAM system
United States,Taiwan,1967.0,1,1.0,frigate/landing ship
United States,Taiwan,1965.0,1,1.0,tug
United States,Taiwan,1971.0,1,1.0,tug
United States,Taiwan,1972.0,1,1.0,tug
United States,Taiwan,1995.0,1,2.0,landing ship
United States,Taiwan,1993.0,1,40.0,trainer aircraft
United States,Taiwan,1992.0,1,3.0,frigate
United States,Taiwan,1994.0,1,3.0,frigate
United States,Taiwan,2015.0,1,2.0,frigate
United States,Taiwan,1959.0,1,4.0,reconnaissance aircraft
United States,Taiwan,2019.0,1,0.0,FGA aircraft
United States,Taiwan,1969.0,3,6.0,destroyer
United States,Taiwan,1977.0,1,1.0,salvage ship
United States,Taiwan,2005.0,1,1.0,air search radar
United States,Taiwan,2023.0,1,0.0,self-propelled MRL
United States,Taiwan,1958.0,1,3.0,reconnaissance aircraft
United States,Taiwan,1984.0,2,14.0,transport helicopter
France,Taiwan,1991.0,3,6.0,frigate
United States,Taiwan,1989.0,7,8.0,frigate
United States,Taiwan,2023.0,1,0.0,BVRAAM
Russia,Tajikistan,2006.0,1,2.0,combat helicopter
Russia,Tajikistan,2006.0,1,2.0,transport helicopter
United States,Tanzania,2023.0,1,0.0,aircraft engine
Netherlands,Tanzania,2005.0,1,2.0,patrol craft
United Kingdom,Tanzania,2001.0,1,1.0,air search radar
China,Tanzania,1975.0,1,4.0,FAC
Germany,Tanzania,1964.0,1,4.0,patrol craft
Germany,Tanzania,1964.0,1,8.0,light aircraft
France,Tanzania,2017.0,1,2.0,transport helicopter
Canada,Tanzania,1965.0,1,6.0,light transport aircraft
China,Tanzania,2014.0,1,2.0,patrol craft
Israel,Thailand,2017.0,1,4.0,UAV
Israel,Thailand,2022.0,1,0.0,UAV
Austria,Thailand,1995.0,1,18.0,towed gun
Spain,Thailand,1995.0,1,9.0,FGA aircraft
Israel,Thailand,2015.0,2,12.0,self-propelled gun
Israel,Thailand,2018.0,1,6.0,self-propelled gun
Italy,Thailand,1996.0,1,2.0,MCM ship
Germany,Thailand,2016.0,1,2.0,ship engine
Austria,Thailand,2020.0,1,3.0,reconnaissance aircraft
Germany,Thailand,1990.0,1,3.0,maritime patrol aircraft
Germany,Thailand,1995.0,2,3.0,maritime patrol aircraft
France,Thailand,2019.0,1,4.0,ship engine
China,Thailand,2019.0,1,1.0,AALS
United Kingdom,Thailand,1982.0,1,6.0,aircraft engine
Austria,Thailand,2022.0,1,0.0,UAV
United States,Thailand,2020.0,1,0.0,anti-ship missile/SSM
United States,Thailand,2020.0,1,0.0,light transport aircraft
South Korea,Thailand,2021.0,1,0.0,trainer/combat aircraft
France,Thailand,2018.0,1,4.0,transport helicopter
Italy,Thailand,2019.0,1,1.0,air search radar
United States,Thailand,1979.0,1,20.0,FGA aircraft
United States,Thailand,1966.0,1,1.0,landing ship
United States,Thailand,1962.0,1,1.0,landing ship
United States,Thailand,2001.0,1,4.0,aircraft engine
Canada,Thailand,1990.0,2,20.0,aircraft engine
New Zealand,Thailand,2001.0,1,4.0,trainer aircraft
United Kingdom,Thailand,2001.0,1,2.0,helicopter
Canada,Thailand,1982.0,1,3.0,MP aircraft radar
Canada,Thailand,1985.0,1,1.0,MP aircraft radar
Germany,Thailand,1999.0,2,20.0,trainer/combat aircraft
Canada,Thailand,2021.0,1,2.0,aircraft engine
China,Thailand,1993.0,1,1.0,replenishment ship
United States,Thailand,1995.0,1,12.0,self-propelled mortar
Sweden,Thailand,1996.0,1,15.0,portable SAM
Czechia,Thailand,1996.0,2,4.0,trainer/combat aircraft
France,Thailand,1996.0,1,24.0,towed gun
Italy,Thailand,1981.0,1,1.0,patrol craft
United States,Thailand,1984.0,1,43.0,APC
United States,Thailand,1995.0,2,52.0,APC
United States,Thailand,1994.0,1,1.0,air search radar
United States,Thailand,1995.0,1,18.0,tank destroyer
United Kingdom,Thailand,1995.0,2,2.0,transport aircraft
United States,Thailand,1995.0,1,6.0,helicopter
New Zealand,Thailand,1990.0,1,6.0,trainer aircraft
United States,Thailand,1993.0,1,6.0,transport helicopter
United States,Thailand,1984.0,1,1.0,air search radar
Czechia,Thailand,1992.0,2,36.0,trainer/combat aircraft
United States,Thailand,1992.0,3,18.0,FGA aircraft
United States,Thailand,1990.0,1,3.0,transport helicopter
Switzerland,Thailand,1990.0,2,20.0,trainer aircraft
United States,Thailand,1993.0,1,3.0,ASW aircraft
United States,Thailand,1988.0,2,3.0,transport aircraft
United States,Thailand,1987.0,1,6.0,anti-ship missile
United States,Thailand,1988.0,1,3.0,transport helicopter
United States,Thailand,1987.0,1,3.0,light transport aircraft
United States,Thailand,1988.0,1,24.0,light helicopter
Austria,Thailand,1987.0,1,6.0,towed gun
United States,Thailand,1987.0,1,6.0,FGA aircraft
Italy,Thailand,1986.0,1,1.0,SAM system
Italy,Thailand,1986.0,1,24.0,BVRAAM/SAM
Netherlands,Thailand,1986.0,1,2.0,transport aircraft
Netherlands,Thailand,1985.0,1,1.0,ASW aircraft
United States,Thailand,1975.0,1,1.0,landing ship
United Kingdom,Thailand,1969.0,1,1.0,frigate
United States,Thailand,1950.0,3,10.0,light helicopter
United States,Thailand,1969.0,1,16.0,ground attack aircraft
United States,Thailand,1974.0,2,20.0,ground attack aircraft
United States,Thailand,1984.0,1,2.0,helicopter
Germany,Thailand,1984.0,1,2.0,MCM ship
United States,Thailand,1983.0,1,2.0,corvette
Netherlands,Thailand,1982.0,1,3.0,ASW aircraft
Malaysia,Thailand,1982.0,1,2.0,FGA aircraft
Israel,Thailand,1980.0,3,3.0,transport aircraft
United States,Thailand,1982.0,1,18.0,towed gun
United States,Thailand,1982.0,1,12.0,helicopter
United States,Thailand,1981.0,1,2.0,helicopter
United States,Thailand,1981.0,1,1.0,transport aircraft
Italy,Thailand,1979.0,1,2.0,patrol craft
United States,Thailand,1978.0,1,215.0,anti-tank missile
United States,Thailand,1979.0,1,3.0,transport aircraft
United States,Thailand,1978.0,1,2.0,helicopter
United States,Thailand,1978.0,1,3.0,transport aircraft
Germany,Thailand,1973.0,2,3.0,FAC
United States,Thailand,1977.0,2,14.0,helicopter
Italy,Thailand,1976.0,2,3.0,FAC
United Kingdom,Thailand,1950.0,1,30.0,fighter aircraft
United States,Thailand,1985.0,1,2.0,ground attack aircraft
United Kingdom,Thailand,2008.0,1,2.0,ship engine
Germany,Thailand,2013.0,1,6.0,light helicopter
Austria,Thailand,2010.0,1,2.0,reconnaissance aircraft
Sweden,Thailand,2010.0,1,1.0,AEW&C aircraft
Sweden,Thailand,2008.0,1,1.0,transport aircraft
Ukraine,Thailand,2011.0,5,49.0,tank
South Korea,Thailand,2013.0,1,1.0,frigate
United Kingdom,Thailand,1950.0,1,12.0,FGA aircraft
United States,Thailand,2007.0,1,1.0,air search radar
Canada,Thailand,1977.0,1,2.0,transport aircraft
United States,Thailand,2012.0,1,1.0,transport aircraft
Sweden,Thailand,2012.0,1,1.0,air search radar
United States,Thailand,1995.0,2,3.0,MP aircraft radar
United States,Thailand,1990.0,1,3.0,MP aircraft radar
Sweden,Thailand,2011.0,2,4.0,fire control radar
Sweden,Thailand,2011.0,2,2.0,air search radar
United States,Thailand,2009.0,1,1.0,airship
United States,Thailand,2010.0,2,16.0,light helicopter
United States,Thailand,1978.0,1,4.0,FGA aircraft
United States,Thailand,2012.0,1,3.0,transport helicopter
United States,Thailand,1978.0,1,4.0,transport helicopter
Netherlands,Thailand,2006.0,1,3.0,EO search/fire control
United States,Thailand,1980.0,1,6.0,light aircraft
Singapore,Thailand,2004.0,1,7.0,FGA aircraft
United States,Thailand,1971.0,1,1.0,corvette
United States,Thailand,1969.0,1,1.0,corvette
Australia,Thailand,1983.0,1,6.0,light transport aircraft
United Kingdom,Thailand,1987.0,1,3.0,corvette
Austria,Thailand,1997.0,1,18.0,towed gun
Canada,Thailand,1981.0,1,12.0,towed gun
Sweden,Thailand,2010.0,1,6.0,FGA aircraft
Spain,Thailand,2015.0,2,2.0,transport aircraft
France,Thailand,2014.0,1,2.0,transport helicopter
Germany,Thailand,2013.0,1,1.0,ASW sonar
New Zealand,Thailand,1972.0,2,24.0,trainer aircraft
South Korea,Thailand,2015.0,1,4.0,trainer/combat aircraft
Spain,Thailand,1995.0,1,1.0,transport aircraft
China,Thailand,2002.0,2,2.0,OPV
Italy,Thailand,1983.0,1,2.0,naval SAM system
France,Thailand,2016.0,1,2.0,transport helicopter
Germany,Thailand,2009.0,1,2.0,ship engine
United States,Thailand,2007.0,1,2.0,transport helicopter
China,Thailand,2017.0,1,34.0,IFV
Germany,Thailand,1976.0,2,9.0,ship engine
United States,Thailand,2013.0,1,1.0,gas turbine
Sweden,Thailand,2013.0,1,1.0,air search radar
United States,Thailand,1985.0,1,7.0,light helicopter
United States,Thailand,2021.0,1,0.0,light transport aircraft
United States,Thailand,1973.0,1,1.0,landing ship
United States,Thailand,1992.0,2,2.0,frigate
Ukraine,Thailand,2011.0,1,2.0,ARV
Israel,Thailand,2021.0,1,0.0,combat aircraft radar
France,Thailand,2007.0,1,3.0,transport aircraft
Germany,Thailand,2014.0,1,5.0,light helicopter
Sweden,Thailand,2008.0,1,1.0,AEW&C aircraft
Austria,Thailand,2008.0,1,6.0,light aircraft
Austria,Thailand,2019.0,1,8.0,light aircraft
France,Thailand,2006.0,1,6.0,self-propelled gun
Sweden,Thailand,2008.0,1,6.0,FGA aircraft
China,Thailand,1989.0,2,2.0,frigate
Switzerland,Thailand,2015.0,1,8.0,anti-aircraft gun
Italy,Thailand,2014.0,1,1.0,light transport aircraft
Sweden,Thailand,2013.0,1,1.0,air search radar
Sweden,Thailand,2013.0,1,2.0,fire control radar
Singapore,Thailand,2008.0,1,1.0,AALS
Netherlands,Thailand,2016.0,1,1.0,fire control radar
Netherlands,Thailand,2016.0,1,1.0,air/sea search radar
China,Thailand,2017.0,1,4.0,APC
United States,Thailand,2016.0,1,2.0,transport aircraft
China,Thailand,1988.0,2,4.0,frigate
0.25,,3.5,1,,
Russia,Thailand,2014.0,1,2.0,transport helicopter
Switzerland,Thailand,2015.0,1,4.0,fire control radar
United States,Thailand,2022.0,1,0.0,combat helicopter
United States,Thailand,1980.0,1,40.0,APC
United States,Thailand,1989.0,1,10.0,helicopter
United States,Thailand,1987.0,3,106.0,light tank
Spain,Thailand,1992.0,1,1.0,aircraft carrier
Canada,Thailand,2007.0,1,6.0,aircraft engine
Italy,Thailand,2012.0,2,2.0,helicopter
United Kingdom,Thailand,1985.0,1,2.0,aircraft engine
Canada,Thailand,1991.0,1,2.0,aircraft engine
United States,Thailand,1985.0,1,12.0,FGA aircraft
United States,Thailand,1984.0,1,1.0,patrol craft
United States,Thailand,1981.0,3,4.0,patrol craft
United States,Thailand,1983.0,1,1.0,patrol craft
Netherlands,Thailand,1991.0,1,1.0,transport aircraft
United States,Thailand,1988.0,2,4.0,combat helicopter
United Kingdom,Thailand,2009.0,1,1.0,OPV
France,Thailand,2012.0,1,4.0,transport helicopter
United Kingdom,Thailand,2015.0,1,1.0,OPV
France,Thailand,1984.0,1,1.0,landing ship
China,Thailand,2020.0,1,3.0,light tank
Germany,Thailand,2013.0,1,1.0,ASW sonar
United States,Thailand,2021.0,1,0.0,ground attack aircraft
United States,Thailand,1964.0,5,18.0,FGA aircraft
United States,Thailand,1975.0,1,1.0,FGA aircraft
United States,Thailand,1977.0,1,2.0,helicopter
Netherlands,Thailand,2018.0,2,2.0,recce satellite
South Korea,Timor-Leste,2011.0,1,3.0,patrol craft
China,Timor-Leste,2008.0,1,2.0,patrol craft
France,Togo,2013.0,1,30.0,APC/APV
France,Togo,1974.0,1,5.0,armoured car
France,Togo,1972.0,1,1.0,light helicopter
France,Togo,1977.0,1,1.0,light helicopter
France,Togo,1987.0,1,1.0,trainer aircraft
France,Togo,1987.0,1,1.0,trainer/combat aircraft
France,Togo,1973.0,1,5.0,armoured car
Germany,Togo,1973.0,1,30.0,APC
Canada,Togo,1975.0,1,2.0,transport aircraft
Germany,Togo,1970.0,1,2.0,light transport aircraft
France,Togo,1970.0,1,1.0,light helicopter
France,Togo,1984.0,1,3.0,trainer aircraft
France,Togo,1980.0,1,1.0,light helicopter
France,Togo,1977.0,2,5.0,trainer/combat aircraft
Brazil,Togo,1978.0,1,3.0,trainer/combat aircraft
Brazil,Togo,1975.0,1,3.0,trainer/combat aircraft
France,Togo,2008.0,1,6.0,APV
France,Togo,1974.0,1,1.0,helicopter
France,Togo,2013.0,1,2.0,patrol craft
United States,Tonga,1996.0,1,1.0,light transport aircraft
Australia,Tonga,1988.0,3,3.0,patrol craft
Australia,Tonga,2014.0,1,1.0,landing craft
Australia,Tonga,2014.0,2,2.0,patrol craft
United States,Trinidad and Tobago,2009.0,2,4.0,helicopter
United Kingdom,Trinidad and Tobago,2000.0,1,1.0,OPV
United States,Trinidad and Tobago,1966.0,1,1.0,light aircraft
Sweden,Trinidad and Tobago,1978.0,1,2.0,patrol craft
United States,Trinidad and Tobago,2002.0,1,1.0,combat aircraft radar
Australia,Trinidad and Tobago,2019.0,1,2.0,patrol craft
United States,Trinidad and Tobago,2007.0,1,2.0,patrol craft
United States,Trinidad and Tobago,1998.0,1,2.0,transport aircraft
Australia,Trinidad and Tobago,2008.0,1,6.0,patrol craft
Netherlands,Trinidad and Tobago,2015.0,1,2.0,transport ship
China,Trinidad and Tobago,2015.0,1,1.0,OPV
United States,Tunisia,2010.0,2,2.0,transport aircraft
United States,Tunisia,2021.0,1,0.0,light transport aircraft
United Kingdom,Tunisia,1965.0,1,8.0,turbojet
Slovakia,Tunisia,1994.0,3,12.0,turbofan
Germany,Tunisia,2004.0,1,6.0,FAC
Germany,Tunisia,1997.0,1,1.0,minesweeper
Austria,Tunisia,1996.0,1,26.0,mortar
Czechia,Tunisia,1994.0,3,12.0,trainer/combat aircraft
