From,To,Year of order,Duration,Quantity,Weapon description,Weight
United States,Taiwan,1994.0,2,3.0,SAM system,5.0
United States,Taiwan,1967.0,1,1.0,frigate/landing ship,5.0
United States,Taiwan,1965.0,1,1.0,tug,1.0
United States,Taiwan,1971.0,1,1.0,tug,1.0
United States,Taiwan,1972.0,1,1.0,tug,1.0
United States,Taiwan,1995.0,1,2.0,landing ship,5.0
United States,Taiwan,1993.0,1,40.0,trainer aircraft,2.0
United States,Taiwan,1992.0,1,3.0,frigate,5.0
United States,Taiwan,1994.0,1,3.0,frigate,5.0
United States,Taiwan,2015.0,1,2.0,frigate,5.0
United States,Taiwan,1959.0,1,4.0,reconnaissance aircraft,3.0
United States,Taiwan,2019.0,1,0.0,FGA aircraft,8.0
United States,Taiwan,1969.0,3,6.0,destroyer,8.0
United States,Taiwan,1977.0,1,1.0,salvage ship,1.0
United States,Taiwan,2005.0,1,1.0,air search radar,3.0
United States,Taiwan,2023.0,1,0.0,self-propelled MRL,5.0
United States,Taiwan,1958.0,1,3.0,reconnaissance aircraft,3.0
United States,Taiwan,1984.0,2,14.0,transport helicopter,3.0
France,Taiwan,1991.0,3,6.0,frigate,5.0
United States,Taiwan,1989.0,7,8.0,frigate,5.0
United States,Taiwan,2023.0,1,0.0,BVRAAM,8.0
Russia,Tajikistan,2006.0,1,2.0,combat helicopter,5.0
Russia,Tajikistan,2006.0,1,2.0,transport helicopter,3.0
United States,Tanzania,2023.0,1,0.0,aircraft engine,2.0
Netherlands,Tanzania,2005.0,1,2.0,patrol craft,2.0
United Kingdom,Tanzania,2001.0,1,1.0,air search radar,3.0
China,Tanzania,1975.0,1,4.0,FAC,3.0
Germany,Tanzania,1964.0,1,4.0,patrol craft,2.0
Germany,Tanzania,1964.0,1,8.0,light aircraft,2.0
France,Tanzania,2017.0,1,2.0,transport helicopter,3.0
Canada,Tanzania,1965.0,1,6.0,light transport aircraft,2.0
China,Tanzania,2014.0,1,2.0,patrol craft,2.0
Israel,Thailand,2017.0,1,4.0,UAV,3.0
Israel,Thailand,2022.0,1,0.0,UAV,3.0
Austria,Thailand,1995.0,1,18.0,towed gun,3.0
Spain,Thailand,1995.0,1,9.0,FGA aircraft,8.0
Israel,Thailand,2015.0,2,12.0,self-propelled gun,5.0
Israel,Thailand,2018.0,1,6.0,self-propelled gun,5.0
Italy,Thailand,1996.0,1,2.0,MCM ship,3.0
Germany,Thailand,2016.0,1,2.0,ship engine,2.0
Austria,Thailand,2020.0,1,3.0,reconnaissance aircraft,3.0
Germany,Thailand,1990.0,1,3.0,maritime patrol aircraft,3.0
Germany,Thailand,1995.0,2,3.0,maritime patrol aircraft,3.0
France,Thailand,2019.0,1,4.0,ship engine,2.0
China,Thailand,2019.0,1,1.0,AALS,1.0
United Kingdom,Thailand,1982.0,1,6.0,aircraft engine,2.0
Austria,Thailand,2022.0,1,0.0,UAV,3.0
United States,Thailand,2020.0,1,0.0,anti-ship missile/SSM,8.0
United States,Thailand,2020.0,1,0.0,light transport aircraft,2.0
South Korea,Thailand,2021.0,1,0.0,trainer/combat aircraft,5.0
France,Thailand,2018.0,1,4.0,transport helicopter,3.0
Italy,Thailand,2019.0,1,1.0,air search radar,3.0
United States,Thailand,1979.0,1,20.0,FGA aircraft,8.0
United States,Thailand,1966.0,1,1.0,landing ship,5.0
United States,Thailand,1962.0,1,1.0,landing ship,5.0
United States,Thailand,2001.0,1,4.0,aircraft engine,2.0
Canada,Thailand,1990.0,2,20.0,aircraft engine,2.0
New Zealand,Thailand,2001.0,1,4.0,trainer aircraft,2.0
United Kingdom,Thailand,2001.0,1,2.0,helicopter,3.0
Canada,Thailand,1982.0,1,3.0,MP aircraft radar,3.0
Canada,Thailand,1985.0,1,1.0,MP aircraft radar,3.0
Germany,Thailand,1999.0,2,20.0,trainer/combat aircraft,5.0
Canada,Thailand,2021.0,1,2.0,aircraft engine,2.0
China,Thailand,1993.0,1,1.0,replenishment ship,2.0
United States,Thailand,1995.0,1,12.0,self-propelled mortar,3.0
Sweden,Thailand,1996.0,1,15.0,portable SAM,3.0
Czechia,Thailand,1996.0,2,4.0,trainer/combat aircraft,5.0
France,Thailand,1996.0,1,24.0,towed gun,3.0
Italy,Thailand,1981.0,1,1.0,patrol craft,2.0
United States,Thailand,1984.0,1,43.0,APC,3.0
United States,Thailand,1995.0,2,52.0,APC,3.0
United States,Thailand,1994.0,1,1.0,air search radar,3.0
United States,Thailand,1995.0,1,18.0,tank destroyer,5.0
United Kingdom,Thailand,1995.0,2,2.0,transport aircraft,3.0
United States,Thailand,1995.0,1,6.0,helicopter,3.0
New Zealand,Thailand,1990.0,1,6.0,trainer aircraft,2.0
United States,Thailand,1993.0,1,6.0,transport helicopter,3.0
United States,Thailand,1984.0,1,1.0,air search radar,3.0
Czechia,Thailand,1992.0,2,36.0,trainer/combat aircraft,5.0
United States,Thailand,1992.0,3,18.0,FGA aircraft,8.0
United States,Thailand,1990.0,1,3.0,transport helicopter,3.0
Switzerland,Thailand,1990.0,2,20.0,trainer aircraft,2.0
United States,Thailand,1993.0,1,3.0,ASW aircraft,5.0
United States,Thailand,1988.0,2,3.0,transport aircraft,3.0
United States,Thailand,1987.0,1,6.0,anti-ship missile,8.0
United States,Thailand,1988.0,1,3.0,transport helicopter,3.0
United States,Thailand,1987.0,1,3.0,light transport aircraft,2.0
United States,Thailand,1988.0,1,24.0,light helicopter,2.0
Austria,Thailand,1987.0,1,6.0,towed gun,3.0
United States,Thailand,1987.0,1,6.0,FGA aircraft,8.0
Italy,Thailand,1986.0,1,1.0,SAM system,5.0
Italy,Thailand,1986.0,1,24.0,BVRAAM/SAM,8.0
Netherlands,Thailand,1986.0,1,2.0,transport aircraft,3.0
Netherlands,Thailand,1985.0,1,1.0,ASW aircraft,5.0
United States,Thailand,1975.0,1,1.0,landing ship,5.0
United Kingdom,Thailand,1969.0,1,1.0,frigate,5.0
United States,Thailand,1950.0,3,10.0,light helicopter,2.0
United States,Thailand,1969.0,1,16.0,ground attack aircraft,8.0
United States,Thailand,1974.0,2,20.0,ground attack aircraft,8.0
United States,Thailand,1984.0,1,2.0,helicopter,3.0
Germany,Thailand,1984.0,1,2.0,MCM ship,3.0
United States,Thailand,1983.0,1,2.0,corvette,5.0
Netherlands,Thailand,1982.0,1,3.0,ASW aircraft,5.0
Malaysia,Thailand,1982.0,1,2.0,FGA aircraft,8.0
Israel,Thailand,1980.0,3,3.0,transport aircraft,3.0
United States,Thailand,1982.0,1,18.0,towed gun,3.0
United States,Thailand,1982.0,1,12.0,helicopter,3.0
United States,Thailand,1981.0,1,2.0,helicopter,3.0
United States,Thailand,1981.0,1,1.0,transport aircraft,3.0
Italy,Thailand,1979.0,1,2.0,patrol craft,2.0
United States,Thailand,1978.0,1,215.0,anti-tank missile,5.0
United States,Thailand,1979.0,1,3.0,transport aircraft,3.0
United States,Thailand,1978.0,1,2.0,helicopter,3.0
United States,Thailand,1978.0,1,3.0,transport aircraft,3.0
Germany,Thailand,1973.0,2,3.0,FAC,3.0
United States,Thailand,1977.0,2,14.0,helicopter,3.0
Italy,Thailand,1976.0,2,3.0,FAC,3.0
United Kingdom,Thailand,1950.0,1,30.0,fighter aircraft,8.0
United States,Thailand,1985.0,1,2.0,ground attack aircraft,8.0
United Kingdom,Thailand,2008.0,1,2.0,ship engine,2.0
Germany,Thailand,2013.0,1,6.0,light helicopter,2.0
Austria,Thailand,2010.0,1,2.0,reconnaissance aircraft,3.0
Sweden,Thailand,2010.0,1,1.0,AEW&C aircraft,8.0
Sweden,Thailand,2008.0,1,1.0,transport aircraft,3.0
Ukraine,Thailand,2011.0,5,49.0,tank,8.0
South Korea,Thailand,2013.0,1,1.0,frigate,5.0
United Kingdom,Thailand,1950.0,1,12.0,FGA aircraft,8.0
United States,Thailand,2007.0,1,1.0,air search radar,3.0
Canada,Thailand,1977.0,1,2.0,transport aircraft,3.0
United States,Thailand,2012.0,1,1.0,transport aircraft,3.0
Sweden,Thailand,2012.0,1,1.0,air search radar,3.0
United States,Thailand,1995.0,2,3.0,MP aircraft radar,3.0
United States,Thailand,1990.0,1,3.0,MP aircraft radar,3.0
Sweden,Thailand,2011.0,2,4.0,fire control radar,3.0
Sweden,Thailand,2011.0,2,2.0,air search radar,3.0
United States,Thailand,2009.0,1,1.0,airship,2.0
United States,Thailand,2010.0,2,16.0,light helicopter,2.0
United States,Thailand,1978.0,1,4.0,FGA aircraft,8.0
United States,Thailand,2012.0,1,3.0,transport helicopter,3.0
United States,Thailand,1978.0,1,4.0,transport helicopter,3.0
Netherlands,Thailand,2006.0,1,3.0,EO search/fire control,3.0
United States,Thailand,1980.0,1,6.0,light aircraft,2.0
Singapore,Thailand,2004.0,1,7.0,FGA aircraft,8.0
United States,Thailand,1971.0,1,1.0,corvette,5.0
United States,Thailand,1969.0,1,1.0,corvette,5.0
Australia,Thailand,1983.0,1,6.0,light transport aircraft,2.0
United Kingdom,Thailand,1987.0,1,3.0,corvette,5.0
Austria,Thailand,1997.0,1,18.0,towed gun,3.0
Canada,Thailand,1981.0,1,12.0,towed gun,3.0
Sweden,Thailand,2010.0,1,6.0,FGA aircraft,8.0
Spain,Thailand,2015.0,2,2.0,transport aircraft,3.0
France,Thailand,2014.0,1,2.0,transport helicopter,3.0
Germany,Thailand,2013.0,1,1.0,ASW sonar,3.0
New Zealand,Thailand,1972.0,2,24.0,trainer aircraft,2.0
South Korea,Thailand,2015.0,1,4.0,trainer/combat aircraft,5.0
Spain,Thailand,1995.0,1,1.0,transport aircraft,3.0
China,Thailand,2002.0,2,2.0,OPV,2.0
Italy,Thailand,1983.0,1,2.0,naval SAM system,5.0
France,Thailand,2016.0,1,2.0,transport helicopter,3.0
Germany,Thailand,2009.0,1,2.0,ship engine,2.0
United States,Thailand,2007.0,1,2.0,transport helicopter,3.0
China,Thailand,2017.0,1,34.0,IFV,5.0
Germany,Thailand,1976.0,2,9.0,ship engine,2.0
United States,Thailand,2013.0,1,1.0,gas turbine,2.0
Sweden,Thailand,2013.0,1,1.0,air search radar,3.0
United States,Thailand,1985.0,1,7.0,light helicopter,2.0
United States,Thailand,2021.0,1,0.0,light transport aircraft,2.0
United States,Thailand,1973.0,1,1.0,landing ship,5.0
United States,Thailand,1992.0,2,2.0,frigate,5.0
Ukraine,Thailand,2011.0,1,2.0,ARV,2.0
Israel,Thailand,2021.0,1,0.0,combat aircraft radar,3.0
France,Thailand,2007.0,1,3.0,transport aircraft,3.0
Germany,Thailand,2014.0,1,5.0,light helicopter,2.0
Sweden,Thailand,2008.0,1,1.0,AEW&C aircraft,8.0
Austria,Thailand,2008.0,1,6.0,light aircraft,2.0
Austria,Thailand,2019.0,1,8.0,light aircraft,2.0
France,Thailand,2006.0,1,6.0,self-propelled gun,5.0
Sweden,Thailand,2008.0,1,6.0,FGA aircraft,8.0
China,Thailand,1989.0,2,2.0,frigate,5.0
Switzerland,Thailand,2015.0,1,8.0,anti-aircraft gun,3.0
Italy,Thailand,2014.0,1,1.0,light transport aircraft,2.0
Sweden,Thailand,2013.0,1,1.0,air search radar,3.0
Sweden,Thailand,2013.0,1,2.0,fire control radar,3.0
Singapore,Thailand,2008.0,1,1.0,AALS,1.0
Netherlands,Thailand,2016.0,1,1.0,fire control radar,3.0
Netherlands,Thailand,2016.0,1,1.0,air/sea search radar,3.0
China,Thailand,2017.0,1,4.0,APC,3.0
United States,Thailand,2016.0,1,2.0,transport aircraft,3.0
China,Thailand,1988.0,2,4.0,frigate,5.0
0.25,,3.5,1,,,
Russia,Thailand,2014.0,1,2.0,transport helicopter,3.0
Switzerland,Thailand,2015.0,1,4.0,fire control radar,3.0
United States,Thailand,2022.0,1,0.0,combat helicopter,5.0
United States,Thailand,1980.0,1,40.0,APC,3.0
United States,Thailand,1989.0,1,10.0,helicopter,3.0
United States,Thailand,1987.0,3,106.0,light tank,5.0
Spain,Thailand,1992.0,1,1.0,aircraft carrier,13.0
Canada,Thailand,2007.0,1,6.0,aircraft engine,2.0
Italy,Thailand,2012.0,2,2.0,helicopter,3.0
United Kingdom,Thailand,1985.0,1,2.0,aircraft engine,2.0
Canada,Thailand,1991.0,1,2.0,aircraft engine,2.0
United States,Thailand,1985.0,1,12.0,FGA aircraft,8.0
United States,Thailand,1984.0,1,1.0,patrol craft,2.0
United States,Thailand,1981.0,3,4.0,patrol craft,2.0
United States,Thailand,1983.0,1,1.0,patrol craft,2.0
Netherlands,Thailand,1991.0,1,1.0,transport aircraft,3.0
United States,Thailand,1988.0,2,4.0,combat helicopter,5.0
United Kingdom,Thailand,2009.0,1,1.0,OPV,2.0
France,Thailand,2012.0,1,4.0,transport helicopter,3.0
United Kingdom,Thailand,2015.0,1,1.0,OPV,2.0
France,Thailand,1984.0,1,1.0,landing ship,5.0
China,Thailand,2020.0,1,3.0,light tank,5.0
Germany,Thailand,2013.0,1,1.0,ASW sonar,3.0
United States,Thailand,2021.0,1,0.0,ground attack aircraft,8.0
United States,Thailand,1964.0,5,18.0,FGA aircraft,8.0
United States,Thailand,1975.0,1,1.0,FGA aircraft,8.0
United States,Thailand,1977.0,1,2.0,helicopter,3.0
Netherlands,Thailand,2018.0,2,2.0,recce satellite,8.0
South Korea,Timor-Leste,2011.0,1,3.0,patrol craft,2.0
China,Timor-Leste,2008.0,1,2.0,patrol craft,2.0
France,Togo,2013.0,1,30.0,APC/APV,3.0
France,Togo,1974.0,1,5.0,armoured car,3.0
France,Togo,1972.0,1,1.0,light helicopter,2.0
France,Togo,1977.0,1,1.0,light helicopter,2.0
France,Togo,1987.0,1,1.0,trainer aircraft,2.0
France,Togo,1987.0,1,1.0,trainer/combat aircraft,5.0
France,Togo,1973.0,1,5.0,armoured car,3.0
Germany,Togo,1973.0,1,30.0,APC,3.0
Canada,Togo,1975.0,1,2.0,transport aircraft,3.0
Germany,Togo,1970.0,1,2.0,light transport aircraft,2.0
France,Togo,1970.0,1,1.0,light helicopter,2.0
France,Togo,1984.0,1,3.0,trainer aircraft,2.0
France,Togo,1980.0,1,1.0,light helicopter,2.0
France,Togo,1977.0,2,5.0,trainer/combat aircraft,5.0
Brazil,Togo,1978.0,1,3.0,trainer/combat aircraft,5.0
Brazil,Togo,1975.0,1,3.0,trainer/combat aircraft,5.0
France,Togo,2008.0,1,6.0,APV,3.0
France,Togo,1974.0,1,1.0,helicopter,3.0
France,Togo,2013.0,1,2.0,patrol craft,2.0
United States,Tonga,1996.0,1,1.0,light transport aircraft,2.0
Australia,Tonga,1988.0,3,3.0,patrol craft,2.0
Australia,Tonga,2014.0,1,1.0,landing craft,3.0
Australia,Tonga,2014.0,2,2.0,patrol craft,2.0
United States,Trinidad and Tobago,2009.0,2,4.0,helicopter,3.0
United Kingdom,Trinidad and Tobago,2000.0,1,1.0,OPV,2.0
United States,Trinidad and Tobago,1966.0,1,1.0,light aircraft,2.0
Sweden,Trinidad and Tobago,1978.0,1,2.0,patrol craft,2.0
United States,Trinidad and Tobago,2002.0,1,1.0,combat aircraft radar,3.0
Australia,Trinidad and Tobago,2019.0,1,2.0,patrol craft,2.0
United States,Trinidad and Tobago,2007.0,1,2.0,patrol craft,2.0
United States,Trinidad and Tobago,1998.0,1,2.0,transport aircraft,3.0
Australia,Trinidad and Tobago,2008.0,1,6.0,patrol craft,2.0
Netherlands,Trinidad and Tobago,2015.0,1,2.0,transport ship,2.0
China,Trinidad and Tobago,2015.0,1,1.0,OPV,2.0
United States,Tunisia,2010.0,2,2.0,transport aircraft,3.0
United States,Tunisia,2021.0,1,0.0,light transport aircraft,2.0
United Kingdom,Tunisia,1965.0,1,8.0,turbojet,2.0
Slovakia,Tunisia,1994.0,3,12.0,turbofan,2.0
Germany,Tunisia,2004.0,1,6.0,FAC,3.0
Germany,Tunisia,1997.0,1,1.0,minesweeper,2.0
Austria,Tunisia,1996.0,1,26.0,mortar,2.0
Czechia,Tunisia,1994.0,3,12.0,trainer/combat aircraft,5.0
Germany,Tunisia,1992.0,1,4.0,minesweeper,2.0
United States,Tunisia,1973.0,1,14.0,tank,8.0
United States,Tunisia,1978.0,1,14.0,tank,8.0
France,Tunisia,1976.0,1,54.0,tank turret,2.0
Italy,Tunisia,1974.0,1,12.0,trainer aircraft,2.0
France,Tunisia,1962.0,1,12.0,trainer aircraft,2.0
France,Tunisia,1981.0,1,3.0,FAC,3.0
Italy,Tunisia,1979.0,2,18.0,helicopter,3.0
Italy,Tunisia,1977.0,1,9.0,trainer aircraft,2.0
United Kingdom,Tunisia,1975.0,1,2.0,patrol craft,2.0
France,Tunisia,1973.0,1,1.0,patrol craft,2.0
Austria,Tunisia,1976.0,1,54.0,light tank,5.0
France,Tunisia,1959.0,2,2.0,patrol craft,2.0
United States,Tunisia,1996.0,1,2.0,transport aircraft,3.0
United States,Tunisia,1998.0,1,20.0,mobile SAM system,5.0
United States,Tunisia,1992.0,1,1.0,survey ship,1.0
United States,Tunisia,1980.0,1,6.0,helicopter,3.0
China,Tunisia,1976.0,1,2.0,patrol craft,2.0
France,Tunisia,2015.0,1,4.0,APC,3.0
Italy,Tunisia,1965.0,1,8.0,trainer/combat aircraft,5.0
United States,Tunisia,2015.0,2,8.0,transport helicopter,3.0
United States,Tunisia,1989.0,1,4.0,FGA aircraft,8.0
United States,Tunisia,2016.0,1,8.0,ship engine,2.0
Turkiye,Tunisia,2020.0,3,5.0,UAV,3.0
Czechia,Tunisia,1994.0,1,3.0,light transport aircraft,2.0
United States,Tunisia,2016.0,1,12.0,light aircraft,2.0
Germany,Tunisia,2016.0,1,5.0,ground surv radar,3.0
United States,Tunisia,2018.0,1,9.0,APC,3.0
France,Tunisia,1968.0,1,2.0,patrol craft,2.0
Turkiye,Tunisia,2020.0,1,46.0,APC,3.0
Germany,Turkiye,2015.0,1,5.0,ship engine,2.0
Germany,Turkiye,1999.0,5,6.0,MCM ship,3.0
Canada,Turkiye,2018.0,1,0.0,transport aircraft,3.0
Germany,Turkiye,2011.0,1,1.0,submarine,8.0
Spain,Turkiye,2015.0,1,1.0,AALS,1.0
Italy,Turkiye,2017.0,1,3.0,combat helicopter,5.0
Spain,Turkiye,2003.0,6,10.0,transport aircraft,3.0
Italy,Turkiye,2005.0,4,6.0,ASW aircraft,5.0
United States,Turkiye,1990.0,4,4.0,ASW sonar,3.0
United States,Turkiye,1990.0,4,8.0,gas turbine,2.0
United States,Turkiye,1982.0,3,4.0,ASW sonar,3.0
United States,Turkiye,2002.0,1,1.0,frigate,5.0
Netherlands,Turkiye,2001.0,3,4.0,fire control radar,3.0
Netherlands,Turkiye,2001.0,3,4.0,air search radar,3.0
United States,Turkiye,2001.0,1,1.0,frigate,5.0
Netherlands,Turkiye,2001.0,3,4.0,fire control radar,3.0
France,Turkiye,2000.0,2,6.0,corvette,5.0
United States,Turkiye,2000.0,1,1.0,frigate,5.0
United States,Turkiye,1972.0,1,1.0,submarine,8.0
United States,Turkiye,1973.0,1,2.0,submarine,8.0
United States,Turkiye,1974.0,1,1.0,destroyer,8.0
Netherlands,Turkiye,1995.0,3,3.0,fire control radar,3.0
Netherlands,Turkiye,1995.0,3,3.0,air search radar,3.0
United States,Turkiye,1972.0,1,1.0,tug,1.0
United States,Turkiye,1992.0,1,40.0,trainer aircraft,2.0
United States,Turkiye,1991.0,1,3.0,trainer aircraft,2.0
United States,Turkiye,1991.0,1,10.0,light helicopter,2.0
United States,Turkiye,1991.0,1,1.0,air search radar,3.0
United States,Turkiye,1973.0,1,2.0,destroyer,8.0
United States,Turkiye,1981.0,1,15.0,FGA aircraft,8.0
United States,Turkiye,1988.0,2,15.0,self-propelled MRL,5.0
United States,Turkiye,1988.0,1,12.0,trainer aircraft,2.0
United States,Turkiye,1987.0,1,40.0,FGA aircraft,8.0
United States,Turkiye,1984.0,1,15.0,FGA aircraft,8.0
United States,Turkiye,1970.0,3,7.0,submarine,8.0
United States,Turkiye,1967.0,2,5.0,destroyer,8.0
United States,Turkiye,1971.0,1,1.0,destroyer,8.0
Canada,Turkiye,1957.0,2,10.0,minesweeper,2.0
United Kingdom,Turkiye,1957.0,1,4.0,destroyer,8.0
United States,Turkiye,1979.0,1,1.0,destroyer,8.0
Germany,Turkiye,1965.0,1,15.0,light transport aircraft,2.0
Germany,Turkiye,1965.0,1,5.0,light transport aircraft,2.0
United States,Turkiye,1982.0,1,1.0,support ship,2.0
United States,Turkiye,1972.0,1,1.0,destroyer,8.0
United States,Turkiye,1978.0,1,240.0,BVRAAM,8.0
United States,Turkiye,1977.0,1,2.0,helicopter,3.0
United States,Turkiye,1982.0,1,1.0,destroyer,8.0
Germany,Turkiye,1972.0,3,3.0,submarine,8.0
United States,Turkiye,2011.0,1,3.0,combat helicopter,5.0
United States,Turkiye,1998.0,2,2.0,frigate,5.0
United States,Turkiye,1950.0,1,1.0,support ship,2.0
France,Turkiye,1990.0,4,14.0,air search radar,3.0
United States,Turkiye,2009.0,2,46.0,light aircraft,2.0
United States,Turkiye,2008.0,1,25.0,anti-ship missile/SSM,8.0
Germany,Turkiye,1995.0,1,70.0,armoured bridgelayer,2.0
Germany,Turkiye,1995.0,1,1.0,support ship,2.0
United States,Turkiye,1995.0,1,3.0,frigate,5.0
United States,Turkiye,1994.0,2,7.0,tanker/transport aircraft,3.0
Netherlands,Turkiye,1987.0,1,24.0,FGA aircraft,8.0
Norway,Turkiye,1987.0,1,10.0,FGA aircraft,8.0
Norway,Turkiye,1964.0,1,2.0,FAC,3.0
Norway,Turkiye,1983.0,1,11.0,FGA aircraft,8.0
Germany,Turkiye,2000.0,3,4.0,FAC,3.0
Germany,Turkiye,1993.0,2,2.0,submarine,8.0
United States,Turkiye,1994.0,2,40.0,FGA aircraft,8.0
Germany,Turkiye,1993.0,3,3.0,FAC,3.0
Germany,Turkiye,1990.0,2,2.0,frigate,5.0
Germany,Turkiye,1991.0,1,2.0,FAC,3.0
France,Turkiye,1997.0,2,5.0,MCM ship,3.0
Canada,Turkiye,1958.0,1,4.0,minesweeper,2.0
United States,Turkiye,2006.0,1,50.0,ASM,8.0
Germany,Turkiye,1994.0,2,2.0,frigate,5.0
United States,Turkiye,2015.0,2,2.0,gas turbine,2.0
Germany,Turkiye,1982.0,3,4.0,frigate,5.0
Germany,Turkiye,1973.0,4,4.0,FAC,3.0
Germany,Turkiye,1976.0,4,10.0,patrol craft,2.0
Germany,Turkiye,1968.0,1,3.0,light transport aircraft,2.0
Germany,Turkiye,1987.0,2,2.0,submarine,8.0
Norway,Turkiye,1981.0,1,13.0,FGA aircraft,8.0
United States,Turkiye,1990.0,2,5.0,combat helicopter,5.0
Germany,Turkiye,1977.0,1,1.0,tanker,2.0
Germany,Turkiye,1990.0,1,4.0,APC,3.0
United States,Turkiye,1973.0,2,2.0,landing ship,5.0
United States,Turkiye,1995.0,1,2.0,tanker/transport aircraft,3.0
United States,Turkiye,1971.0,1,2.0,destroyer,8.0
United States,Turkiye,1993.0,1,4.0,frigate,5.0
United States,Turkiye,1993.0,1,4.0,frigate,5.0
United States,Turkiye,1971.0,1,1.0,destroyer,8.0
United States,Turkiye,1981.0,2,2.0,destroyer,8.0
United States,Turkiye,1980.0,1,2.0,destroyer,8.0
Netherlands,Turkiye,2007.0,1,1.0,fire control radar,3.0
Italy,Turkiye,2007.0,5,16.0,naval gun,3.0
United States,Turkiye,2012.0,1,5.0,light transport aircraft,2.0
United States,Turkiye,1990.0,2,2.0,naval SAM system,5.0
Germany,Turkiye,1995.0,1,39.0,ARV,2.0
Netherlands,Turkiye,2007.0,1,1.0,air search radar,3.0
Germany,Turkiye,1974.0,3,3.0,submarine,8.0
Russia,Turkiye,1993.0,1,23.0,APC,3.0
Italy,Turkiye,2009.0,1,1.0,recce satellite,8.0
United States,Turkiye,2002.0,2,4.0,AEW&C aircraft,8.0
United States,Turkiye,1984.0,2,7.0,ASW aircraft,5.0
United States,Turkiye,1973.0,1,34.0,APC,3.0
United States,Turkiye,1992.0,2,45.0,transport helicopter,3.0
United States,Turkiye,1990.0,1,6.0,transport helicopter,3.0
United Kingdom,Turkiye,1988.0,1,40.0,APV,3.0
United States,Turkiye,1988.0,1,6.0,transport helicopter,3.0
Italy,Turkiye,1975.0,1,3.0,ASW helicopter,5.0
Italy,Turkmenistan,2012.0,4,8.0,naval gun,3.0
Netherlands,Turkmenistan,2012.0,4,8.0,air/sea search radar,3.0
Russia,Turkmenistan,2008.0,1,2.0,FAC,3.0
Netherlands,Turkmenistan,2011.0,2,2.0,air/sea search radar,3.0
Italy,Turkmenistan,2011.0,2,2.0,naval gun,3.0
Russia,Turkmenistan,2009.0,1,2.0,patrol craft,2.0
Russia,Turkmenistan,2009.0,1,2.0,transport helicopter,3.0
Italy,Turkmenistan,2010.0,1,3.0,UAV,3.0
Turkiye,Turkmenistan,2011.0,2,2.0,patrol craft,2.0
Turkiye,Turkmenistan,2019.0,1,1.0,frigate,5.0
Australia,Tuvalu,1992.0,1,1.0,patrol craft,2.0
Australia,Tuvalu,2014.0,1,1.0,patrol craft,2.0
Singapore,UAE,2021.0,1,0.0,corvette,5.0
Brazil,UAE,2023.0,1,0.0,trainer aircraft,2.0
Sweden,UAE,2017.0,1,1.0,AEW radar,3.0
Brazil,UAE,2019.0,1,0.0,ground attack aircraft,8.0
Sweden,UAE,2021.0,1,0.0,AEW radar,3.0
South Africa,UAE,2023.0,1,0.0,guided bomb,5.0
South Korea,UAE,2022.0,1,0.0,SAM,5.0
France,UAE,1984.0,3,18.0,FGA aircraft,8.0
United Kingdom,UAE,2021.0,1,0.0,air refuel system,2.0
United Kingdom,UAE,2021.0,1,0.0,turbofan,2.0
France,UAE,2008.0,1,3.0,tanker/transport aircraft,3.0
United Kingdom,UAE,2008.0,1,3.0,air refuel system,2.0
United Kingdom,UAE,2008.0,1,6.0,turbofan,2.0
France,UAE,2019.0,1,1.0,frigate,5.0
France,UAE,2015.0,1,1.0,surveillance satellite,8.0
Israel,UAE,2022.0,1,0.0,SAM system,5.0
Italy,UAE,2021.0,1,0.0,multi-function radar,3.0
United States,UAE,2007.0,1,10.0,transport helicopter,3.0
United Kingdom,UAE,1984.0,1,2.0,turbojet,2.0
Italy,UAE,1986.0,2,4.0,naval gun,3.0
